Realized Vol,Trend,CA + Normal,CA + Stress,FiLM + Normal,FiLM + Stress
RV=30,Trend=-10%,0.855777248607989,0.9080766462996737,0.3786392263900915,0.21389858711893622
RV=30,Trend=0%,0.86610869002371,0.8705117633173726,0.383569747067724,0.2092405689245102
RV=30,Trend=10%,0.8634119544702876,0.8752077265439737,0.3899179731609531,0.21972432186803104
RV=50,Trend=-10%,0.878277332402024,0.8873659429554125,0.40435523703432946,0.20712456392712011
RV=50,Trend=0%,0.8341717377392049,0.8791602131678541,0.37845763576699626,0.20895912168169853
RV=50,Trend=10%,0.8753847821537358,0.8553741423713495,0.3813328408116714,0.21046764217664057
RV=70,Trend=-10%,0.9145796449514936,0.8556047380521319,0.3941534807329951,0.22249203850553084
RV=70,Trend=0%,0.8583350769240049,0.8701286701944758,0.39803432490959934,0.20999078532030277
RV=70,Trend=10%,0.8957545519964564,0.8728253070305912,0.42318920264823584,0.19733858651122954
